Issue key,Status,Priority,Custom field (Severity),Project key,Issue Type,Created,Assignee,Custom field (Digital Service),Summary,Description
DCM021CX0118-22660,Analysis,Medium,Major,DCM021CX0118,Bug,2020-06-12T20:37:00,Paola Reichardt,3. Delivery Tracking,UAT_US_DS3_Trucks are going away when the ticket is done and truck is back at the plant,Steps:    1. create a cement ticket in APEX   2. dispatch the ticket from the Plant 4818  3. move the truck to the point of delivery using fake gps and finish the ticket in the site.   4. Go back to the plant    Expected: The truck should be mark as available  Actual: The truck is going away from the map    
DCM021CX0118-22661,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-15T11:57:00,Paola Reichardt,3. Delivery Tracking,UAT_US_DS3_Tickets are not replicating to Azure,Actual:    We created the order 1234 and 8101 in Command (RMX orders) and those are not replicating in Azure. Date: June 15th  2020    Expected:    To be able to see those orders replicated in Azure  therefore  in Track App.
DCM021CX0118-22662,Validation In Progress,Medium,Critical,DCM021CX0118,Bug,2020-06-15T14:11:00,hildaelisa.saldana,3. Delivery Tracking,UAT_US_DS3_FlyAsh and Slag tickets cannot be processed in Driver App,Step by Step: 1. Create a Slag or FlyAsh Ticket.  2. Take the delivery number and try to input the delivery in Driver App 3. You will recieve a message "the ticket cannot be taken because is already completed"  Ticket: 505203393  customer 4087  creation date: June 19  2020  Ticket: 505203551    customer id: 4087  creation date: June 23th  2020  Actual: Slag and Fly Ash tickets cannot be taken. Somehow those are getting close automatically.    Expected: To be able to take Fly Ash and Slag tickets.
DCM021CX0118-22664,Closed,Medium,Major,DCM021CX0118,Bug,2020-06-19T12:26:00,Javier Iracheta,2. Orders & Delivery Schedule,Request confirmation appears empty in PP,a request is created using the following data:    CONSTRUCTORA VILLA DEL PALMAR  Customer: 50025163  Jobsite: 66840978  Planta Default: DF91  Calendario: S  Type: C  Contract: 173940136  Prod: 20000265-1-300-2-28-14      after request creation  the confirmation windows is empty  so request number is not displayed
DCM021CX0118-22666,Validation In Progress,Medium,Minor,DCM021CX0118,Bug,2020-06-23T07:46:00,paula.hernandez,2. Orders & Delivery Schedule,UAT UK DS3 Driver App error 144/145 ,I cannot pull either ticket on the drivers app I am getting error 144/145 ticket  Driver version 1.8.4.1.  This scenario is two truck going to the same job neither tickets will pull onto the android Samsung tablet or the android phone. Both these trucks that are being used have worked in previous tests.  Evidence:  !image-20200623-125126.png|width=643 height=326!
DCM021CX0118-22667,Closed,Medium,Major,DCM021CX0118,Bug,2020-06-23T09:23:00,hector.castro,2. Orders & Delivery Schedule,DS2 Order Taking App the Icon(android) to link to CXTrack  is not working well,the Icon of Cxtrack into the Order App (android) not working well    when  we touch  the icon is move a Page of Google Play  and the error is item  not found   attached the video
DCM021CX0118-22668,Analysis,Medium,Major,DCM021CX0118,Bug,2020-06-29T09:11:00,paula.hernandez,3. Delivery Tracking,UAT UK DS3 Scenario Stone Wash Driver Delivery ticket- Paperless,*Data:* Driver app version 1.8.4.1 Device Samsung Active tab 2 JN Bentley 50211965 Whitby  Church Street 0070117588 Order number 214742918 Ticket 214742936  *Steps to Reproduce:* Please see stonewash process on slides 2 and 3 Add ticket on to driver app deliver number 214742936 Click info Click Delivery ticket  *Actual Behavior:* Driver app delivery ticket is viewable   *Expected Behavior:* Should show HTC delivery ticket as this is a paperless jobsite on the drivers app.  Stonewash loaded on RX66MME  !image-20200629-141231.png|width=303 height=138!  Truck then has stonewash assigned  !image-20200629-141317.png|width=116 height=27!    This material is then used as part of the next production  !image-20200629-141347.png|width=303 height=408!  Again  HTC flags the paperless jobsite  !image-20200629-141417.png|width=277 height=103!    Ticket reprinted  !image-20200629-141444.png|width=258 height=102!    !image-20200629-141456.png|width=527 height=641!  *Evidence:*  !image-20200629-141525.png|width=359 height=573!
DCM021CX0118-22729,Closed,Medium,Major,DCM021CX0118,Bug,2020-06-29T10:54:00,Gerardo Herrera Guerrero,2. Orders & Delivery Schedule,Modify - Ajustment check is not being checked,Steps to reproduce:    # Go to link: https://dev2.cemexgo.com/  # Insert credentials: ferreterachamizaluser@mailinator.com TestCycleV2CemexGo  # Go to Orders  # Go to customer: 50006483  # Go to the order 8009922119  # Click on Modify  Result: Even when the order have a confirmed ajustment the check is not being checked   !image-2020-06-29-10-57-29-254.png|thumbnail!   Expected: If I have an order with adjusment in all screens (Modify / Repeat) should be checked  Expected: If my order has a 
DCM021CX0118-22669,Closed,Medium,Major,DCM021CX0118,Bug,2020-06-29T14:34:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,When order is copied  additions don't appear,User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163  CONSTRUCTORA VILLA DEL PALMAR  66637145  2019 Villa del Palmar  Product: 20000267    WHe you try to repeat and order the fields of additions are empty  they should display the information of the copied order  in SAP we can see the the original order had them     !image-2020-06-29-14-30-59-455.png|thumbnail!      !image-2020-06-29-14-31-08-478.png|thumbnail! 
DCM021CX0118-22670,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-29T14:41:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,There is not a calendar shown after repeat an order,User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163 CONSTRUCTORA VILLA DEL PALMAR  66637145 2019 Villa del Palmar  Product: 20000267  After you repeat and order the available offer o calendar is not dispalyed     !image-2020-06-29-14-38-48-911.png|thumbnail! 
DCM021CX0118-22671,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-29T18:23:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,Order created doesn't appear in Order History,User: ferregalauser@mailinator.com  Password: TestCycleV2CemexGo  Customer: PROYECTOS Y DESARROLLOS URBANISTICO  Jobsite: 66606882 2019 CN Rodhas (JJSS)  Product: 20050711    Order 176438871 was created  had the confirmation and appears in RMS  nut neves appear in Order History       !image-2020-06-29-18-21-42-333.png|thumbnail!        !image-2020-06-29-18-21-58-695.png|thumbnail! 
DCM021CX0118-22672,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-29T18:52:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,Order modify doen't apply changes in RMS,User: ferregalauser@mailinator.com  Password: TestCycleV2CemexGo  Customer: PROYECTOS Y DESARROLLOS URBANISTICO  Jobsite: 66606882 2019 CN Rodhas (JJSS)  Product: 20050711    Order 176252679 was modified the volume from 8 to 10me and the date and the changes where not reflected in RMS     !image-2020-06-29-18-50-45-652.png|thumbnail!      !image-2020-06-29-18-51-13-940.png|thumbnail! 
DCM021CX0118-22673,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-29T20:07:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Hybrid calendar is not shown,*Hybrid calendar is not shown    User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163 CONSTRUCTORA VILLA DEL PALMAR  66637145 2019 Villa del Palmar  Product: 20000267    # Select option Request Order  # Select Product Line: Ready Mix  # Select Delivery Method: Delivery  # Jobsite: 66637145  # POD: 66637145  # Receiving person: GARCIA GRICELDA  # Special instructions: COMENTARIOS  # Select Product: 20000267  # Cant: 3 M3  # CONTRACT: 176065410  # Value Added: ADITIVO EN LINEA  # SELECT PROFILE : PERFIL DHS  # Choose delivery date and time to get availability: JULY 1  {color:#14892c}  *A hybrid calendar should be displayed here*{color}   !image-2020-06-29-20-06-47-283.png|thumbnail!   # Select NEXT  # Select Finish     !image-2020-06-29-20-04-20-088.png|thumbnail! 
DCM021CX0118-22674,Rejected,Medium,Major,DCM021CX0118,Bug,2020-06-29T20:15:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Wrong order type,*Wrong order type *  In production the type order is CMGO but in QA was insert is the order type ZRMX    User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163 CONSTRUCTORA VILLA DEL PALMAR  66637145 2019 Villa del Palmar  Product: 20000267    # Select option Request Order  # Select Product Line: Ready Mix  # Select Delivery Method: Delivery  # Jobsite: 66637145  # POD: 66637145  # Receiving person: GARCIA GRICELDA  # Special instructions: COMENTARIOS  # Select Product: 20000267  # Cant: 3 M3  # CONTRACT: 176065410  # Value Added: ADITIVO EN LINEA  # SELECT PROFILE : PERFIL DHS  # Choose delivery date and time to get availability: JULY 1   9 AM  # Select NEXT  # Select Finish    Add picture    PROD:    !image-2020-06-29-20-14-02-730.png|thumbnail!     QA:     !image-2020-06-29-20-14-09-893.png|thumbnail!   
DCM021CX0118-22675,Closed,Medium,Major,DCM021CX0118,Bug,2020-06-29T20:23:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Incorrect order range,* In production the range the start orders for ready mix is the number 800000000  but in QA the range is 170000000*    User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGoCustomer:  50025163 CONSTRUCTORA VILLA DEL PALMAR  66637145 2019 Villa del Palmar  Product: 20000267    Select option Request Order  Select Product Line: Ready Mix  Select Delivery Method: Delivery  Jobsite: 66637145  POD: 66637145  Receiving person: GARCIA GRICELDA  Special instructions: COMENTARIOS  Select Product: 20000267  Cant: 3 M3  CONTRACT: 176065410  Value Added: ADITIVO EN LINEA  SELECT PROFILE : PERFIL DHS  Choose delivery date and time to get availability: JULY 1   9 AM  Select NEXT  Select Finish    Add picture    PROD:    !image-2020-06-29-20-17-55-416.png|thumbnail!        QA:   !image-2020-06-29-20-18-01-627.png|thumbnail!    
DCM021CX0118-22676,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-29T20:32:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Order status is not updated,User: ferreterachamizaluser@mailinator.com Pass: TestCycleV2CemexGo 50025163 CONSTRUCTORA VILLA DEL PALMAR 66637145 2019 Villa del Palmar Product: 20000267  # Select option History Orden # Find Jobsite: 66637145 # Select Order: 0176438803 # Select Option: Cancel # Select Otion : Customer # Capture  the subject  Into to SAP Z102B_ORDERTAKING Check the status of the order  In SAP the orden is status :CANCELADA   but in OLS   the status not change  Order : *0176438803*  !image-2020-06-29-20-31-36-662.png|width=200 height=183!     !image-2020-06-29-20-31-59-972.png|width=200 height=183!     !DCM021CX0118-22676.mp4|width=1362 height=760!
DCM021CX0118-22677,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-29T20:47:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 In the order history  it is not showing cash orders,In the order history  it is not showing cash orders But in SAP   is possible see the order create by OLS  User: normaenriquezuser@mailinator.com Pass: TestCycleV2CemexGo 50798682 - RIVIERA PARK SA DE CV Material: 20006563 Contract: 176065594 Orden CASH  Select option Request Order Select Product Line: Ready Mix Select Delivery Method: Delivery Jobsite: 66557023 POD: 66557023 Receiving person: DIAZ JOEL Special instructions: COMENTARIOS Select Product: 20006563 Cant: 1 M3 CONTRACT: 176065594 SELECT PROFILE : PERFIL DHS Choose delivery date and time to get availability: JULY 1   9 AM Select NEXT Select Finish  {color:#14892c}*Wait more than 5 minutes and the orders will not be in the history section*{color}    !image-2020-06-29-20-47-47-842.png|width=200 height=183!     !image-2020-06-29-20-47-35-073.png|width=200 height=183!     !DCM021CX0118-22677.mp4|width=1362 height=760!
DCM021CX0118-22678,Closed,Medium,Minor,DCM021CX0118,Bug,2020-06-30T11:23:00,Ariel Pons Alonso,2. Orders & Delivery Schedule,MX  DS2 Order with confirmed status do not send the option: Cancel & Modify,Order with confirmed status do not must the option: Cancel & Modify  User: normaenriquezuser@mailinator.com Pass: TestCycleV2CemexGo 50798682 - RIVIERA PARK SA DE CV Material: 20000267 Contract: 0176439024 Order: 0176439031  Select option Request Order Select Product Line: Ready Mix Select Delivery Method: Delivery Jobsite: 66557023 POD: 66557023 Receiving person: DIAZ JOEL Special instructions: COMENTARIOS Select Product: 20000267 Cant: 1 M3 CONTRACT: 0176439024 Add Additive : ADITIVO DE LINEA  IMPERMEABILIZANTE 1%  HIDRATIUM SELECT PROFILE : PERFIL DHS Choose delivery date and time to get availability: JULY 3   12 AM Select NEXT Select Finish  Once the order is created  cancel it  check that the options to cancel and modify are not available  !image-2020-06-30-11-23-04-350.png|width=200 height=183!   
DCM021CX0118-22679,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-06-30T11:32:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Message: Technical product dont have BOM valid,Technical product dont have BOM valid    It is observed that it is possible to add one or more additives without additional validations.    Which generates that the order is created with a technical message.    If you create the order with a single additive (ADITIVO DE LINEA)   it will not show the error message.    User: normaenriquezuser@mailinator.com  Pass: TestCycleV2CemexGo  50798682 - RIVIERA PARK SA DE CV  Material: 20000267  Contract: 0176439024  Order: 0176439031    Select option Request Order  Select Product Line: Ready Mix  Select Delivery Method: Delivery  Jobsite: 66557023  POD: 66557023  Receiving person: DIAZ JOEL  Special instructions: COMENTARIOS  Select Product: 20000267  Cant: 1 M3  CONTRACT: 0176439024  Add Additive : ADITIVO DE LINEA  IMPERMEABILIZANTE 1%  HIDRATIUM  SELECT PROFILE : PERFIL DHS  Choose delivery date and time to get availability: JULY 3   12 AM  Select NEXT  Select Finish     !image-2020-06-30-11-30-34-374.png|thumbnail!     {color:#14892c}Orden only one additive  0176439035 OK{color}    
DCM021CX0118-22681,Closed,Medium,Major,DCM021CX0118,Bug,2020-06-30T15:16:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2  Action Modify: It observed that you replace again the original order quantity  don't save changes,When you select the modify action  and you change the order quantity (Qty. 3) and then you select another date (4 JUL / 4 PM)  it observed that you replace again the original order quantity (Qty 1)   so you have to change it again the amount and date again to save the changes.  User: normaenriquezuser@mailinator.com Pass: TestCycleV2CemexGo 50798682 - RIVIERA PARK SA DE CV Material: 20000267 Contract: 0176439024 Order: 0176439031  Select Order 0176439076 Select Action : Modify Change Qty: 3 M3 and select Adjustment Change Day & Time 4 JULY / 4 PM Press Save  Order: 176439020  Add Video:
DCM021CX0118-22682,Closed,Medium,Critical,DCM021CX0118,Bug,2020-06-30T15:34:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX DS2: The adjustment was not saved in the order,The adjustment was not saved in the order "AJUSTE"    User: normaenriquezuser@mailinator.com  Pass: TestCycleV2CemexGo  50798682 - RIVIERA PARK SA DE CV  Material: 20000267  Contract: 0176439024  Order: 0176439031    Select Order 0176439076  Select Action : Modify  Change Qty: 3 M3 and select Adjustment  Change Day & Time 4 JULY / 4 PM  Press Save    Video Evidence:    https://cemex-my.sharepoint.com/:v:/r/personal/javier_iracheta_ext_cemex_com/Documents/OLS/OLS_RMX/evidencia/DCM021CX0118-22681.mp4?csf=1&web=1&e=cbtyjp    Order: 176439020   !image-2020-06-30-15-31-48-573.png|thumbnail!    !image-2020-06-30-15-32-01-866.png|thumbnail!    !image-2020-06-30-15-32-12-260.png|thumbnail!    !image-2020-06-30-15-31-08-632.png|thumbnail!    !image-2020-06-30-15-34-56-796.png|thumbnail! 
DCM021CX0118-22683,Closed,Medium,Major,DCM021CX0118,Bug,2020-06-30T15:55:00,Javier Iracheta,2. Orders & Delivery Schedule,MX S2 No se generan los cargos por cancelación,Caso: Pedido programado para el día de hoy y al realizar la cancelación se debe generar un cargo por cancelación de concreto del mismo día y el motivo es por cliente  además el estatus de cabecera debe ser “Completado - cabecera”    Se cancela la orden 0176439044    !image-2020-06-30-15-52-05-776.png|thumbnail!     Se muestra el mensaje de posibles cargos    !image-2020-06-30-15-52-21-577.png|thumbnail!    !image-2020-06-30-15-52-28-273.png|thumbnail!    !image-2020-06-30-15-52-33-586.png|thumbnail!      Reproducimos el caso en RMS y se crea el cargo por cancelación de concreto y se actualiza el estatus en “Completado - Cabecera”   !image-2020-06-30-15-52-43-834.png|thumbnail!    !image-2020-06-30-15-52-48-798.png|thumbnail!    !image-2020-06-30-15-52-55-948.png|thumbnail!    !image-2020-06-30-15-53-00-590.png|thumbnail!    !image-2020-06-30-15-53-06-387.png|thumbnail!      En conclusión: Al cancelar del mismo día  con motivo de cliente no esta creando el cargo por cancelación    
DCM021CX0118-22684,Closed,Medium,Critical,DCM021CX0118,Bug,2020-07-01T09:51:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 By selecting the action modify send the message: Please wait,By selecting the action modify send the message: Please wait    User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163 CONSTRUCTORA VILLA DEL PALMAR  66637145 2019 Villa del Palmar  Product: 20000267      Select Order: 0176439102     !image-2020-07-01-09-50-24-491.png|thumbnail!   
DCM021CX0118-22685,Closed,Medium,Critical,DCM021CX0118,Bug,2020-07-01T16:28:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 By selecting the action modify   the quantity is replace,By selecting the action modify   the quantity is replace  The order original contain the quantity 21   but  By selecting the action modify   the quantity is replace for 12  User: normaenriquezuser@mailinator.com Pass: TestCycleV2CemexGo 50798682 - RIVIERA PARK SA DE CV Material: 20000267 Contract: 0176439024 Order: 0176439031  Select option Request Order Select Product Line: Ready Mix Select Delivery Method: Delivery Jobsite: 66557023 POD: 66557023 Receiving person: DIAZ JOEL Special instructions: COMENTARIOS Select Product: 20000267 Cant: 21 M3 CONTRACT: 0176439024 Add Additive : ADITIVO DE LINEA SELECT PROFILE : PERFIL DHS Choose delivery date and time to get availability: JULY 4   9 AM Select NEXT Select Finish  !image-2020-07-01-16-27-56-056.png|width=200 height=183!     !image-2020-07-01-16-28-30-056.png|width=200 height=183!     !DCM021CX0118-22685.mp4|width=1362 height=760!
DCM021CX0118-22686,Closed,Medium,Minor,DCM021CX0118,Bug,2020-07-01T17:18:00,Gerardo Herrera Guerrero,2. Orders & Delivery Schedule,MX  DS2 Incorrect order status,Incorrect order status    User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163 CONSTRUCTORA VILLA DEL PALMAR  66637145 2019 Villa del Palmar  Product: 20000267    In RMS the status is : ADBO RESERVA ANTICIPADA  but in OLS   the status is Confirm    The expected is   when the order in RMS this in status is  ADBO RESERVA ANTICIPADA   in OLS the status should be "Blocked"  Also when the order is completed or In Progress is always displaying "Confirmada"   !image-2020-07-01-17-17-56-131.png|thumbnail!    !image-2020-07-01-17-18-01-478.png|thumbnail!    !image-2020-07-01-17-18-06-008.png|thumbnail! 
DCM021CX0118-22687,Closed,Medium,Minor,DCM021CX0118,Bug,2020-07-02T09:30:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 VAPS - If the VAP combobox is empty must be disable,If the VAP combobox is empty must be disable    https://dev2.cemexgo.com/login  ferreterachamizaluser@mailinator.com TestCycleV2CemexGo  Customer: 50006483  Jobsite: La Rosaleda  Product: 20008416    Result: I can open the combobox even when is empty  Expected: If the combox is empty I should not be able to open it     !image-2020-07-02-09-29-43-569.png|thumbnail! 
DCM021CX0118-22689,Closed,Medium,Major,DCM021CX0118,Bug,2020-07-02T10:18:00,Ariel Pons Alonso,2. Orders & Delivery Schedule,Modify - After select all fields  go back and the page is not responding,Modify    After I select all values from modify funcionality click Next  then I want to go back and the page is not responding    https://qa.cemexgo.com/  normaenriquezuser@mailinator.com / TestCycleV2CemexGo    # Go to the customer: 50798682  # Go to the jobsite: 665577023  # Click Modify order: 8009922350  # Change all fields necessary  # Click Next  # the click back  Result: 2 spinners are displyed and the page do not respond   !image-2020-07-02-10-18-54-093.png|thumbnail!     Expected: If I go back  all values including the dates must be displayed correctly
DCM021CX0118-22690,Closed,Medium,Major,DCM021CX0118,Bug,2020-07-02T11:57:00,Daniela Garcia,2. Orders & Delivery Schedule,Modify - Same date delivery - I should be able to lower my quantity,https://qa.cemexgo.com/  ferreterachamizaluser@mailinator.com TestCycleV2CemexGo    Steps to reproduce:    # Go to the customer: 50006483  # Go to the jobsite "La Rosaleda"  # Go to the order: 8009922390 (Delivery Date 02/Jul/2020)  # Click On Modify    Result: I cannot lower my quantity   !image-2020-07-02-11-59-18-644.png|thumbnail!     Expected: I should be able to lower my qantity in the same date delivery  
DCM021CX0118-22691,Closed,Medium,Major,DCM021CX0118,Bug,2020-07-02T12:33:00,Victor Maldonado,2. Orders & Delivery Schedule,MX  DS2 Option Repeat (Remove),Option Repeat (Remove)    User: normaenriquezuser@mailinator.com  Pass: TestCycleV2CemexGo  50798682 - RIVIERA PARK SA DE CV  Material: 20000267  Contract: 0176439024  Order: 0176439031    Select option Request Order  Select Product Line: Ready Mix  Select Delivery Method: Delivery  Jobsite: 66557023  POD: 66557023  Receiving person: DIAZ JOEL  Special instructions: COMENTARIOS  Select Product: 20000267  Cant: 1 M3  CONTRACT: 0176439024  Add Additive : ADITIVO DE LINEA    SELECT PROFILE : PERFIL DHS  Choose delivery date and time to get availability: JULY 3   12 AM  Select NEXT  Select Finish    Please Remove the option REPEAT  located in the detail order option     !image-2020-07-02-12-33-12-050.png|thumbnail! 
DCM021CX0118-22692,Rejected,Medium,Critical,DCM021CX0118,Bug,2020-07-02T12:39:00,Gerardo Herrera Guerrero,2. Orders & Delivery Schedule,MX DS2 You should not allow create a delivery point request,You should not allow create a delivery point request    User: normaenriquezuser@mailinator.com  Pass: TestCycleV2CemexGo  50798682 - RIVIERA PARK SA DE CV  Material: 20000267  Contract: 0176439024  Order: 0176439031    Select option Request Order  Select Product Line: Ready Mix  Select Delivery Method: Delivery  Jobsite: 66557023  Select Option create a delivery point        !image-2020-07-02-12-38-25-917.png|thumbnail! 
DCM021CX0118-22693,Closed,Medium,Minor,DCM021CX0118,Bug,2020-07-02T18:57:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX DS2: The comments was not saved in the order,The comments was not saved in the order when press option modify  User: normaenriquezuser@mailinator.com Pass: TestCycleV2CemexGo 50798682 - RIVIERA PARK SA DE CV Material: 20000267 Contract: 0176439024 Order: 0176439031  Select Order 0176439076 Select Action : Modify Change Qty: 3 M3 and select Adjustment Change Day & Time 4 JULY / 4 PM Press Save  Order:8009922403  !image-20200703-000055.png|width=1707 height=960!  !image-20200703-000102.png|width=1707 height=925!  !image-20200703-000107.png|width=1707 height=960!               
DCM021CX0118-22694,Closed,Medium,Minor,DCM021CX0118,Bug,2020-07-02T19:28:00,Daniela Garcia,2. Orders & Delivery Schedule,Mail - Order blocked in the header is not displaying order code,https://qa.cemexgo.com/  ferreterachamizaluser@mailinator.com TestCycleV2CemexGo    # Go to the customer Hector  # Go to the jobsite: Malecon  # Create a cash order    Result:   A mail is received without ordercode     !image-2020-07-02-19-30-49-848.png|thumbnail!     Expected:  OrderCode should be displayed
DCM021CX0118-22695,Closed,Medium,Minor,DCM021CX0118,Bug,2020-07-06T08:29:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX DS2:  Label without translation,User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163  CONSTRUCTORA VILLA DEL PALMAR  66637145  2019 Villa del Palmar  Product: 20000267    Label without translation    Select Order 8009922559  Select Option Modify     !image-2020-07-06-08-28-21-137.png|thumbnail! 
DCM021CX0118-22696,Closed,Medium,Critical,DCM021CX0118,Bug,2020-07-06T08:45:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Incorrect Unload time (Option Create),Incorrect Unload time (Option Modify)  User: ferreterachamizaluser@mailinator.com Pass: TestCycleV2CemexGo 50025163  CONSTRUCTORA VILLA DEL PALMAR 66637145  2019 Villa del Palmar Product: 20000267  Steps:  Select option Request Order Select Product Line: Ready Mix Select Delivery Method: Delivery Jobsite: 66637145 POD: 66637145 Receiving person: BUIS ALAN Special instructions: COMENTARIOS Select Product: 20000267 Cant: 1 M3 CONTRACT: 0176438843 Add Additive : ADITIVO DE LINEA SELECT PROFILE : PERFIL DHS Choose delivery date and time to get availability: JULY 7   9 AM Select NEXT Select Finish  1 hour was placed but in SAP was saved 30 minutes  !image-20200706-134627.png|width=100%!  !image-20200706-134704.png|width=1707 height=875!
DCM021CX0118-22697,Closed,Medium,Major,DCM021CX0118,Bug,2020-07-06T08:53:00,Javier Iracheta,2. Orders & Delivery Schedule,MX  DS2 Does not show the balance of the special invoice (Option Modify),User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163  CONSTRUCTORA VILLA DEL PALMAR  66637145  2019 Villa del Palmar  Product: 20000267    Steps:    Select option Request Order  Select Product Line: Ready Mix  Select Delivery Method: Delivery  Jobsite: 66637145  POD: 66637145  Receiving person: BUIS ALAN  Special instructions: COMENTARIOS  Select Product: 20000267  Cant: 1 M3  CONTRACT: 0176438843  Add Additive : ADITIVO DE LINEA  SELECT PROFILE : PERFIL DHS  Choose delivery date and time to get availability: JULY 7   9 AM  Select NEXT  Select Finish    Select Option Modify  Increase quantity + 1  Choose delivery date and time to get availability: JULY 7   10 AM   !image-2020-07-06-08-51-21-925.png|thumbnail! 
DCM021CX0118-22698,Closed,Medium,Major,DCM021CX0118,Bug,2020-07-06T09:08:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Delivery time is not modified (Option Modify),Delivery time is not modified    User: ferreterachamizaluser@mailinator.com  Pass: TestCycleV2CemexGo  50025163  CONSTRUCTORA VILLA DEL PALMAR  66637145  2019 Villa del Palmar  Product: 20000267    Steps:    Select option Request Order  Select Product Line: Ready Mix  Select Delivery Method: Delivery  Jobsite: 66637145  POD: 66637145  Receiving person: BUIS ALAN  Special instructions: COMENTARIOS  Select Product: 20000267  Cant: 1 M3  CONTRACT: 0176438843  Add Additive : ADITIVO DE LINEA  SELECT PROFILE : PERFIL DHS  Choose delivery date and time to get availability: JULY 7   9 AM  Select NEXT  Select Finish   !image-2020-07-06-09-02-58-991.png|thumbnail!    !image-2020-07-06-09-03-30-923.png|thumbnail!     Select Option Modify  Increase quantity + 1  Change Delivery time : 2 Hrs   !image-2020-07-06-09-04-41-921.png|thumbnail!     It is observed that SAP does not update the delivery time     !image-2020-07-06-09-05-49-842.png|thumbnail!     In SAP is update the delivery time for 30 min  but had been changed by 2 Hr   !image-2020-07-06-09-06-23-157.png|thumbnail!     
DCM021CX0118-22699,Rejected,Medium,Minor,DCM021CX0118,Bug,2020-07-06T09:16:00,Daniela Garcia,2. Orders & Delivery Schedule,MX DS2 Unload time is not modified (Option Repeat),Unload time is not modified  User: ferreterachamizaluser@mailinator.com Pass: TestCycleV2CemexGo 50025163  CONSTRUCTORA VILLA DEL PALMAR 66637145  2019 Villa del Palmar Product: 20000267  Steps:  Select option Request Order Select Product Line: Ready Mix Select Delivery Method: Delivery Jobsite: 66637145 POD: 66637145 Receiving person: BUIS ALAN Special instructions: COMENTARIOS Select Product: 20000267 Cant: 1 M3 CONTRACT: 0176438843 Add Additive : ADITIVO DE LINEA SELECT PROFILE : PERFIL DHS Choose delivery date and time to get availability: JULY 7   9 AM Select NEXT Select Finish  Select Option Repeat Increase quantity + 1 Change Unload time : 1:20 Hrs Order: 8009922586  !image-2020-07-06-09-16-20-604.png|width=200 height=183!     In SAP is update the Unload time for 30 min  but had been changed by 1:20 Hr  !image-2020-07-06-09-13-52-686.png|width=200 height=183!   
DCM021CX0118-22700,Closed,Medium,Critical,DCM021CX0118,Bug,2020-07-06T09:26:00,Denisse Adriana Herrera Silva,2. Orders & Delivery Schedule,MX  DS2 Does not send notification email when order is canceled,Does not send notification email when order is canceled  User: ferreterachamizaluser@mailinator.com Pass: TestCycleV2CemexGo 50025163  CONSTRUCTORA VILLA DEL PALMAR 66637145  2019 Villa del Palmar Product: 20000267  Steps:  Select Order: 8009922559 Select Option Cancel  !image-2020-07-06-09-21-32-113.png|width=200 height=183!     !image-2020-07-06-09-26-10-829.png|width=200 height=183!     !image-2020-07-06-09-26-31-833.png|width=200 height=183!   
